Date,Close_^NSEI,High_^NSEI,Low_^NSEI,Open_^NSEI,Volume_^NSEI,SMA20,Prev_Close,Prev_SMA20,Buy_Signal,Sell_Signal
2024-11-12,23883.44921875,24242.0,23839.150390625,24225.80078125,255800,24378.28251953125,24141.30078125,24436.9775390625,False,False
2024-11-13,23559.05078125,23873.599609375,23509.599609375,23822.44921875,304600,24307.67001953125,23883.44921875,24378.28251953125,False,False
2024-11-14,23532.69921875,23675.900390625,23484.150390625,23542.150390625,257700,24246.8125,23559.05078125,24307.67001953125,False,False
2024-11-18,23453.80078125,23606.80078125,23350.400390625,23605.30078125,263300,24176.8,23532.69921875,24246.8125,False,False
2024-11-19,23518.5,23780.650390625,23464.80078125,23529.55078125,297500,24113.67001953125,23453.80078125,24176.8,False,False
2024-11-21,23349.900390625,23507.30078125,23263.150390625,23488.44921875,420300,24057.56005859375,23518.5,24113.67001953125,False,False
2024-11-22,23907.25,23956.099609375,23359.0,23411.80078125,367600,24031.14755859375,23349.900390625,24057.56005859375,False,False
2024-11-25,24221.900390625,24351.55078125,24135.44921875,24253.55078125,687200,24022.27255859375,23907.25,24031.14755859375,True,False
2024-11-26,24194.5,24343.30078125,24125.400390625,24343.30078125,230700,24022.95751953125,24221.900390625,24022.27255859375,False,False
2024-11-27,24274.900390625,24354.55078125,24145.650390625,24204.80078125,295000,24019.74501953125,24194.5,24022.95751953125,False,False
2024-11-28,23914.150390625,24345.75,23873.349609375,24274.150390625,366700,23992.11005859375,24274.900390625,24019.74501953125,False,True
2024-11-29,24131.099609375,24188.44921875,23927.150390625,23927.150390625,282100,23981.62255859375,23914.150390625,23992.11005859375,True,False
2024-12-02,24276.05078125,24301.69921875,24008.650390625,24140.849609375,220400,23985.1576171875,24131.099609375,23981.62255859375,False,False
2024-12-03,24457.150390625,24481.349609375,24280.0,24367.5,339500,23992.79765625,24276.05078125,23985.1576171875,False,False
2024-12-04,24467.44921875,24573.19921875,24366.30078125,24488.75,348000,24016.40263671875,24457.150390625,23992.79765625,False,False
2024-12-05,24708.400390625,24857.75,24295.55078125,24539.150390625,361500,24041.1576171875,24467.44921875,24016.40263671875,False,False
2024-12-06,24677.80078125,24751.05078125,24620.5,24729.44921875,226700,24050.8451171875,24708.400390625,24041.1576171875,False,False
2024-12-09,24619.0,24705.0,24580.05078125,24633.900390625,248100,24071.82763671875,24677.80078125,24050.8451171875,False,False
2024-12-10,24610.05078125,24677.80078125,24510.650390625,24652.650390625,261000,24094.92021484375,24619.0,24071.82763671875,False,False
2024-12-11,24641.80078125,24691.75,24583.849609375,24620.5,187300,24119.94521484375,24610.05078125,24094.92021484375,False,False
2024-12-12,24548.69921875,24675.25,24527.94921875,24604.44921875,266100,24153.20771484375,24641.80078125,24119.94521484375,False,False
2024-12-13,24768.30078125,24792.30078125,24180.80078125,24498.349609375,310100,24213.67021484375,24548.69921875,24153.20771484375,False,False
2024-12-16,24668.25,24781.25,24601.75,24753.400390625,187600,24270.44775390625,24768.30078125,24213.67021484375,False,False
2024-12-17,24336.0,24624.099609375,24303.44921875,24584.80078125,264900,24314.55771484375,24668.25,24270.44775390625,False,False
2024-12-18,24198.849609375,24394.44921875,24149.849609375,24297.94921875,235300,24348.5751953125,24336.0,24314.55771484375,False,True
2024-12-19,23951.69921875,24004.900390625,23870.30078125,23877.150390625,271100,24378.66513671875,24198.849609375,24348.5751953125,False,False
2024-12-20,23587.5,24065.80078125,23537.349609375,23960.69921875,442700,24362.67763671875,23951.69921875,24378.66513671875,False,False
2024-12-23,23753.44921875,23869.55078125,23647.19921875,23738.19921875,189800,24339.255078125,23587.5,24362.67763671875,False,False
2024-12-24,23727.650390625,23867.650390625,23685.150390625,23769.099609375,177700,24315.91259765625,23753.44921875,24339.255078125,False,False
2024-12-26,23750.19921875,23854.5,23653.599609375,23775.80078125,177700,24289.6775390625,23727.650390625,24315.91259765625,False,False
2024-12-27,23813.400390625,23938.849609375,23800.599609375,23801.400390625,176800,24284.6400390625,23750.19921875,24289.6775390625,False,False
2024-12-30,23644.900390625,23915.349609375,23599.30078125,23796.900390625,364900,24260.330078125,23813.400390625,24284.6400390625,False,False
2024-12-31,23644.80078125,23689.849609375,23460.44921875,23560.599609375,193600,24228.767578125,23644.900390625,24260.330078125,False,False
